#~Name~Sponsor~Sponsor 2~Team~Manufacturer~Superspeedway~Intermediate~Flat~Short Track~Road Course~Aggr.~Morale~Age~Titles~Wins~Top 5's~Top 10's~Starts~Years~Engine~Chassis~Aero~Pit Crew~Prestige~Schedule~~
51~A.J Foyt~Unsponsored~Unsponsored~A.J Foyt Enterprises~Oldsmobile~72~72~72~72~72~72~56~27~0~0~0~0~0~1~62~62~64~58~62~Part Time~~
67~Buddy Arrington~Hills Racing~Unsponsored~Arrington Racing~Dodge~80~72~73~73~73~72~80~42~0~0~0~0~0~1~76~72~74~873~86~Full Time~~
77~Dick May~Unsponsored~Unsponsored~Arrington Racing~Dodge~63~63~63~66~66~63~56~29~0~0~0~0~0~2~81~81~83~86~87~Full Time~~
97~Eddie Dickerson~Unsponsored~Unsponsored~Arrington Racing~Dodge~63~63~66~63~63~63~80~41~0~0~0~0~0~9~79~80~79~76~79~Full Time~~
03~Jimmy Finger~Unsponsored~Unsponsored~B & B Racing~Buick~61~54~55~52~56~72~72~25~0~0~0~0~0~1~57~56~66~64~77~Full Time~~
30~Tighe Scott~Unsponsored~Unsponsored~Ballard Racing~Oldsmobile~63~55~63~53~53~53~100~57~0~0~0~0~0~3~84~82~80~68~72~Part Time~~
87~Bille Harvey~Unsponsored~Unsponsored~Billie Harvey Racing~Chevy~60~63~63~63~63~63~56~46~0~0~0~0~0~1~56~56~67~67~89~Full Time~~
41~Dick Brooks~Unsponsored~Unsponsored~Billy Mathews Racing~Chevy~72~66~63~74~76~72~100~40~0~0~0~0~0~1~74~74~72~72~74~Full Time~~
81~John Borneman~Unsponsored~Unsponsored~Borneman Motorsports~Chevy~79~67~67~69~73~72~100~43~0~0~0~0~0~2~77~77~77~72~77~Full Time~~
15~Bobby Allison~Hogdon~Unsponsored~Bud Moore Engineering~Ford~86~76~82~82~82~82~72~45~0~0~0~0~0~1~88~88~88~88~58~Full Time~~
88~Darrell Waltrip~Gatorade~Unsponsored~DiGard Motorsports~Chevy~99~88~89~85~85~85~92~28~0~0~0~0~0~1~96~96~92~99~80~Full Time~~
56~Jody Ridley~Unsponsored~Unsponsored~Donlavey Racing~Ford~72~72~72~72~72~72~72~35~0~0~0~0~0~1~58~56~62~58~58~Full Time~~
1~David Pearson~Hawaiian~Unsponsored~Ellington Racing~Oldsmobile~86~78~76~82~72~72~72~39~0~0~0~0~0~1~76~81~72~79~61~Full Time~~
9~Bill Elliott~Coors~Coors~Elliott Racing~Mercury~86~85~79~85~85~72~72~29~0~0~0~0~0~1~88~85~88~88~87~Full Time~~
4~Gary Baker~Unsponsored~Unsponsored~G.C Spencer Racing~Chevy~72~72~72~72~72~72~72~34~0~0~0~0~0~2~64~63~66~64~64~Full Time~~
24~Cecil Gordon~Unsponsored~Unsponsored~Gordon Racing~Oldsmobile~72~72~72~72~72~72~56~25~0~0~0~0~0~3~45~52~65~72~75~Part Time~~
19~John Anderson~Unsponsored~Unsponsored~Gray Racing~Chevy~77~65~63~72~72~72~56~22~0~0~0~0~0~2~76~76~77~72~72~Full Time~~
44~Terry Labonte~Piedmont~Piedmont~Hagan Racing~Chevy~87~82~85~83~84~82~56~27~0~0~0~0~0~1~83~83~86~86~83~Full Time~~
02~Donnie Allison~Unsponsored~Unsponsored~Halpern Enterprises~Chevy~72~72~72~72~72~72~56~55~0~0~0~0~0~2~95~72~77~68~56~Full Time~~
17~Roger Hamby~Unsponsored~Unsponsored~Hamby Motorsports~Chevy~73~68~77~73~65~72~56~35~0~0~0~0~0~1~53~64~63~69~63~Full Time~~
99~Dick May~Unsponsored~Unsponsored~Hollar Racing~Chevy~72~72~72~72~72~72~56~56~0~0~0~0~0~4~77~64~69~72~77~Full Time~~
48~James Hylton~Unsponsored~Unsponsored~Hylton Racing~Chevy~81~86~83~88~78~72~56~29~0~0~0~0~0~77~75~76~77~72~Full Time~~
72~Chuck Brown~Unsponsored~Unsponsored~John Kieper~Dodge~72~72~72~72~72~72~56~44~0~0~0~0~0~2~56~66~77~69~67~Full Time~~
98~Hershel McGriff~Unsponsored~Unsponsored~John Kieper~Chevy~72~76~78~72~72~72~56~36~0~0~0~0~0~1~74~77~79~56~89~Full Time~~
53~Slick Johnson~Unsponsored~Unsponsored~Johnson Racing~Chevy~72~72~72~72~72~72~99~26~0~0~0~0~0~2~82~82~83~83~82~Full Time~~
11~Cale Yarborough~Budweiser~Budweiser~Junior Johnson & Associates~Chevy~86~85~85~85~85~72~99~22~0~0~0~0~0~5~77~80~80~78~80~Full Time~~
79~Junior Miller~Unsponsored~Unsponsored~Junior Miller Racing~Chevy~72~72~72~72~72~72~99~42~0~0~0~0~0~2~77~76~77~76~77~Full Time~~
43~Richard Petty~STP~STP~Petty Enterprises~Chevy~99~85~89~85~85~95~99~37~7~194~300~400~800~3~87~89~87~89~77~Full Time~~
64~Tommy Gale~Unsponsored~Unsponsored~Langley Racing~Ford~55~63~53~53~53~55~99~28~0~0~0~0~0~2~82~85~84~79~82~Full Time~~
27~Benny Parsons~Unsponsored~Unsponsored~M.C Anderson Racing~Chevy~77~84~76~72~83~72~99~28~0~0~0~0~0~2~79~82~72~81~72~Full Time~~
71~Dave Marcis~Unsponsored~Unsponsored~Marcis Auto Racing~Chevy~85~79~82~77~72~72~99~35~0~0~0~0~0~2~79~76~76~72~72~Full Time~~
56~J.D McDuffie~Unsponsored~Unsponsored~McDuffie Racing~Chevy~69~71~74~73~73~72~99~21~0~0~0~0~0~1~63~64~64~62~63~Full Time~~
52~Jimmy Means~Unsponsored~Unsponsored~Means Racing~Chevy~80~74~83~73~72~72~79~29~0~0~0~0~0~2~78~69~72~72~72~Full Time~~
7~Roy Smith~Unsponsored~Unsponsored~Nelson Malloch Racing~Ford~66~63~72~73~73~72~56~34~0~0~0~0~0~5~98~99~98~95~98~Full Time~~
2~Dale Earnhardt~Wrangler~Wrangler~Osterlund Racing~Chevy~95~95~96~90~92~82~56~31~0~0~0~0~0~2~95~94~90~82~95~Full Time~~
42~Kyle Petty~STP~Unsponsored~Petty Enterprises~Chevy~80~80~77~73~80~72~56~25~0~0~0~0~0~1~83~82~84~80~89~Part Time~~
45~Baxter Price~Unsponsored~Unsponsored~Price Racing~Chevy~72~72~72~72~72~72~72~29~0~0~0~0~0~2~65~63~62~67~65~Part Time~~
47~Harry Gant~Unsponsored~Unsponsored~Race Hill Farm Team~Chevy~82~78~78~72~72~72~56~29~0~0~0~0~0~1~79~79~82~82~56~Full Time~~
72~Jim Sauter~Unsponsored~Unsponsored~RahMoc Enterprises~Chevy~72~72~72~72~72~72~56~27~0~0~0~0~0~1~60~60~60~60~60~Part Time~~
28~Buddy Baker~Unsponsored~Unsponsored~Ranier-Lundy Racing~Oldsmobile~72~72~72~72~72~72~56~52~0~0~0~0~0~1~60~56~60~53~60~Part Time~~
3~Richard Childress~Wrangler~Unsponsored~Richard Childress Racing~Chevy~72~72~72~72~72~72~56~22~0~0~0~0~0~1~65~62~62~62~62~Part Time~~
25~Ronnie Thomas~Unsponsored~Unsponsored~Robertson Racing~Chevy~72~72~72~72~72~72~56~36~0~0~0~0~0~10~58~58~58~58~58~Part Time~~
66~Lake Speed~Unsponsored~Unsponsored~Speed Racing~Chevy~72~72~72~72~72~72~56~34~0~0~0~0~0~1~72~72~73~74~72~Part Time~~
21~Neil Bonnett~Motorcraft~Motorcraft~Wood Brothers Racing~Ford~88~82~78~86~82~82~99~22~0~0~0~0~0~0~88~86~82~88~72~Full Time~~
Start Year~Points Format~Starting Cars Per Race~Week~Lowest Cars Per Race~Largest Cars Per Race~Starting Min Driver Age~Lowest Min Driver Age~Largest Min Driver Age~Starting Max Driver Age~Lowest Min Driver Age~Largest Min Driver Age~~~~~~~~~~~~~~~
1980~1956~44~1~40~44~20~18~22~65~60~56~~~~~~~~~~~~~~~
Starting Number of Races~Lowest Number of Races~Largest Number of Races~~~~~~~~~~~~~~~~~~~~~~~~
36~34~40~~~~~~~~~~~~~~~~~~~~~~~~
Manufactures~~~~~~~~~~~~~~~~~~~~~~~~~~
Name~~~~~~~~~~~~~~~~~~~~~~~~~~
Oldsmobile~~~~~~~~~~~~~~~~~~~~~~~~~~
Dodge~~~~~~~~~~~~~~~~~~~~~~~~~~
Buick~~~~~~~~~~~~~~~~~~~~~~~~~~
Cheverlet~~~~~~~~~~~~~~~~~~~~~~~~~~
Ford~~~~~~~~~~~~~~~~~~~~~~~~~~
Mercury~~~~~~~~~~~~~~~~~~~~~~~~~~
Schedule~~~~~~~~~~~~~~~~~~~~~~~~~~
Race #~Race Name~Track Name~Track Type~~~~~~~~~~~~~~~~~~~~~~~
1~Winston Western 500~Riverside International Speedway~Road Course~~~~~~~~~~~~~~~~~~~~~~~
2~Daytona 500~Daytona International Speedway~Superspeedway~~~~~~~~~~~~~~~~~~~~~~~
3~Richmond 400~Richmond Fairgrounds Raceway~Short Track~~~~~~~~~~~~~~~~~~~~~~~
4~Carolina 500~North Carolina Motor Speedway~Intermediate~~~~~~~~~~~~~~~~~~~~~~~
5~Atlanta 500~Atlanta International Racewway~Intermediate~~~~~~~~~~~~~~~~~~~~~~~
6~Valleydale Southerneastern 400~Bristol International Raceway~Short Track~~~~~~~~~~~~~~~~~~~~~~~
7~CRC Rebel 500~Darlington International Raceway~Intermediate~~~~~~~~~~~~~~~~~~~~~~~
8~Northwestern Bank 400~North Wilkesboro Speedway~Short Track~~~~~~~~~~~~~~~~~~~~~~~
9~Virgina 500~Martinsville Speedway~Short Track~~~~~~~~~~~~~~~~~~~~~~~
10~Winston 500~Alabama International Motor Speedway~Superspeedway~~~~~~~~~~~~~~~~~~~~~~~
11~Music City 420~Nashville Fairground Speedway~Short Track~~~~~~~~~~~~~~~~~~~~~~~
12~Mason-Dixon 500~Dover Downs International Speedway~Flat~~~~~~~~~~~~~~~~~~~~~~~
13~World 600~Charlotte Motor Speedway~Intermediate~~~~~~~~~~~~~~~~~~~~~~~
14~NASCAR 400~Texas World Speedway~Superspeedway~~~~~~~~~~~~~~~~~~~~~~~
15~Warner W. Hodgon 400~Riverside International Speedway~Road Course~~~~~~~~~~~~~~~~~~~~~~~
16~Gabriel 400~Michigan International Speedway~Intermediate~~~~~~~~~~~~~~~~~~~~~~~
17~Firecracker 400~Daytona International Speedway~Superspeedway~~~~~~~~~~~~~~~~~~~~~~~
18~Busch Nashville 420~Nashville Fairground Speedway~Short Track~~~~~~~~~~~~~~~~~~~~~~~
19~Coca-Cola 500~Pocono Raceway~Flat~~~~~~~~~~~~~~~~~~~~~~~
20~Talladega 500~Alabama International Motor Speedway~Superspeedway~~~~~~~~~~~~~~~~~~~~~~~
21~Champion Spark Plug 400~Michigan International Speedway~Intermediate~~~~~~~~~~~~~~~~~~~~~~~
22~Busch Voulenteer 400~Bristol International Raceway~Short Track~~~~~~~~~~~~~~~~~~~~~~~
23~Southern 500~Darlington International Raceway~Intermediate~~~~~~~~~~~~~~~~~~~~~~~
24~Capital City 400~Richmond Fairgrounds Raceway~Short Track~~~~~~~~~~~~~~~~~~~~~~~
25~CRC Chemicals 500~Dover Downs International Speedway~Flat~~~~~~~~~~~~~~~~~~~~~~~
26~Holly Farms 400~North Wilkesboro Speedway~Short Track~~~~~~~~~~~~~~~~~~~~~~~
27~Old Dominion 500~Martinsville Speedway~Short Track~~~~~~~~~~~~~~~~~~~~~~~
28~National 500~Charlotte Motor Speedway~Intermediate~~~~~~~~~~~~~~~~~~~~~~~
29~American 500~North Carolina Motor Speedway~Intermediate~~~~~~~~~~~~~~~~~~~~~~~
30~Atlanta Journal 500~Atlanta International Racewway~Intermediate~~~~~~~~~~~~~~~~~~~~~~~
31~Los Angeles Times 500~Ontario Motor Speedway~Flat~~~~~~~~~~~~~~~~~~~~~~~
New Races~~~~~~~~~~~~~~~~~~~~~~~~~~
Daniel Suarez~-15~-2~-10~-6~-5~-2~0~0~0~0~0~0~0
Corey LaJoie~-15~-4~-12~-5~0~-6~0~0~0~0~0~0~0
Alex Kennedy~-14~-8~-16~-11~-12~-12~-10~0~0~0~0~0~0
Ryan Truex~-14~-9~-17~-8~-6~-11~-10~0~0~0~0~0~0
Alon Day~-14~-12~-20~-16~-12~-8~-13~0~0~0~0~0~0
Garrett Smithley~-14~-12~-20~-15~-8~-14~-8~0~0~0~0~0~0
Korbin Forrister~-14~-12~-20~-8~-14~-14~-12~0~0~0~0~0~0
Kyle Fowler~-14~-18~-26~-19~-21~-20~-22~0~0~0~0~0~0
Trevor Bayne~-14~15~7~13~11~11~18~0~0~0~0~0~0
Ben Kennedy~-14~8~0~6~5~10~4~0~0~0~0~0~0
Daniel Hemric~-14~8~0~9~11~7~6~0~0~0~0~0~0
Brennan Poole~-14~5~-3~3~6~4~1~0~0~0~0~0~0
Dakoda Armstrong~-14~4~-4~4~3~3~7~0~0~0~0~0~0
Jordan Anderson~-14~2~-6~4~6~6~6~0~0~0~0~0~0
Ross Kenseth~-14~-1~-9~-1~1~-2~-3~0~0~0~0~0~0
Cole Whitt~-14~-3~-11~-6~-5~-1~-5~0~0~0~0~0~0
Ray Black, Jr.~-13~-7~-15~-9~-3~-6~-10~0~0~0~0~0~0
Joey Logano~-13~27~19~25~26~27~24~0~0~0~0~0~0
Austin Dillon~-13~20~12~22~17~19~18~0~0~0~0~0~0
James Buescher~-13~15~7~11~17~13~12~0~0~0~0~0~0
Joey Coulter~-13~15~7~15~16~16~15~0~0~0~0~0~0
Ryan Preece~-13~13~5~11~16~15~9~0~0~0~0~0~0
Landon Cassill~-13~10~2~9~13~13~10~0~0~0~0~0~0
Tyler Young~-13~2~-6~3~-2~1~6~0~0~0~0~0~0
Brad Coleman~-13~1~-7~-2~1~4~-2~0~0~0~0~0~0
John Wes Townley~-13~1~-7~-1~2~4~0~0~0~0~0~0~0
Paulie Harraka~-13~-4~-12~-7~-8~-8~-1~0~0~0~0~0~0
Ryan Ellis~-13~-5~-13~-4~-1~-7~-9~0~0~0~0~0~0
Parker Kligerman~-12~-8~-16~-11~-4~-4~-6~0~0~0~0~0~0
Paulie Harraka~-12~-6~-14~-8~-10~-7~-4~0~0~0~0~0~0
Jeffrey Earnhardt~-12~10~2~13~12~8~13~0~0~0~0~0~0
Spencer Gallagher~-12~9~1~13~7~9~13~0~0~0~0~0~0
Kevin Swindell~-12~14~6~14~11~18~18~0~0~0~0~0~0
Justin Boston~-10~10~2~9~7~6~9~0~0~0~0~0~0
Ricky Stenhouse, Jr.~-9~35~27~34~38~32~32~0~0~0~0~0~0
Brian Scott~-9~17~9~19~21~18~18~0~0~0~0~0~0
Steve Wallace~-9~16~8~18~13~18~17~0~0~0~0~0~0
Will Kimmel~-9~22~14~20~23~24~21~0~0~0~0~0~0
Dexter Bean~-9~-2~-10~-6~-5~-4~-1~0~0~0~0~0~0
Colin Braun~-8~33~25~31~35~37~32~0~0~0~0~0~0
Michael McDowell~-8~39~31~37~43~42~42~0~0~0~0~0~0
Stephen Leicht~-8~36~28~37~37~35~40~0~0~0~0~0~0
Ryan Sieg~-8~29~21~26~28~25~25~0~0~0~0~0~0
Andrew Ranger~-8~24~16~22~21~21~25~0~0~0~0~0~0
Andy Seuss~-8~19~11~23~19~21~17~0~0~0~0~0~0
Tommy Joe Martins~-8~19~11~17~18~15~23~0~0~0~0~0~0
Billy Johnson~-8~14~6~10~12~13~16~0~0~0~0~0~0
Jesse Iwuji~-8~3~-5~3~3~5~0~0~0~0~0~0~0
Bryan Silas~-7~0~-8~2~-3~4~3~0~0~0~0~0~0
David Ragan~-7~46~38~43~42~46~45~0~0~0~0~0~0
Justin Allgaier~-7~35~27~31~32~36~39~0~0~0~0~0~0
Blake Koch~-7~32~24~33~33~35~28~0~0~0~0~0~0
Michael Annett~-7~30~22~26~32~31~26~0~0~0~0~0~0
Reed Sorenson~-7~35~27~38~32~39~32~0~0~0~0~0~0
Kyle Krisiloff~-7~12~4~9~15~13~11~0~0~0~0~0~0
Shelby Howard~-6~3~-5~6~3~3~2~0~0~0~0~0~0
Kyle Busch~-6~56~48~56~58~57~57~0~0~0~0~0~0
Grant Enfinger~-6~22~14~25~20~18~26~0~0~0~0~0~0
Nelson Piquet, Jr.~-6~22~14~24~23~18~26~0~0~0~0~0~0
Cale Gale~-6~18~10~16~16~22~19~0~0~0~0~0~0
Blake Bjorklund~-6~11~3~14~10~12~9~0~0~0~0~0~0
Wendell Chavous~-5~4~-4~4~8~5~2~0~0~0~0~0~0
Aric Almirola~-5~61~53~63~64~58~57~0~0~0~0~0~0
Brad Keselowski~-5~58~50~60~61~62~57~0~0~0~0~0~0
Brian Vickers~-5~53~45~56~56~54~51~0~0~0~0~0~0
Clay Greenfield~-5~43~35~39~42~42~40~0~0~0~0~0~0
Regan Smith~-5~38~30~41~37~37~40~0~0~0~0~0~0
Angela Ruch~-5~37~29~40~34~41~37~0~0~0~0~0~0
Jeremy Clements~-5~36~28~39~34~35~38~0~0~0~0~0~0
Chase Montgomery~-5~30~22~32~31~30~34~0~0~0~0~0~0
Chad McCumbee~-5~28~20~29~27~28~29~0~0~0~0~0~0
Kelly Bires~-5~24~16~20~28~23~23~0~0~0~0~0~0
Kraig Kinser~-5~4~-4~1~4~5~6~0~0~0~0~0~0
J.C. Stout~-5~-2~-10~-5~0~-4~0~0~0~0~0~0~0
Stephen Rhodes~-4~-3~-11~-6~-1~1~-7~0~0~0~0~0~0
Scott Speed~-4~46~38~42~46~49~49~0~0~0~0~0~0
Brandon Whitt~-4~33~25~30~36~31~37~0~0~0~0~0~0
Stewart Friesen~-4~12~4~8~15~8~10~0~0~0~0~0~0
B.J. McLeod~-4~31~23~34~34~33~28~0~0~0~0~0~0
Josh Wise~-4~35~27~38~39~34~39~0~0~0~0~0~0
Boston Reid~-4~11~3~9~14~7~14~0~0~0~0~0~0
Miguel Paludo~-4~5~-3~2~4~8~7~0~0~0~0~0~0
Travis Pastrana~-5~5~-3~7~7~3~1~0~0~0~0~0~0
Shane Hmiel~-5~61~53~65~60~65~59~0~0~0~0~0~0
Austin Petty~-5~25~17~25~22~26~22~0~0~0~0~0~0
A.J. Allmendinger~-5~55~47~57~51~58~59~0~0~0~0~0~0
Danica Patrick~-5~55~47~53~51~55~58~0~0~0~0~0~0
Brian Keselowski~-5~49~41~46~49~50~46~0~0~0~0~0~0
Erik Darnell~-5~45~37~43~48~48~42~0~0~0~0~0~0
Jon Wood~-5~43~35~41~41~43~43~0~0~0~0~0~0
Robert Richardson, Jr.~-5~43~35~40~39~40~42~0~0~0~0~0~0
Patrick Long~-5~12~4~16~14~12~12~0~0~0~0~0~0
David Mayhew~-5~15~7~11~18~13~19~0~0~0~0~0~0
Shane Sieg~-5~22~14~25~23~26~21~0~0~0~0~0~0
Justin Ashburn~-5~15~7~15~15~15~19~0~0~0~0~0~0
Blake Feese~-4~40~32~38~38~41~40~0~0~0~0~0~0
Clint Bowyer~-4~72~64~72~72~74~71~0~0~0~0~0~0
Denny Hamlin~-4~72~64~72~68~71~69~0~0~0~0~0~0
Stuart Kirby~-4~58~50~60~54~54~55~0~0~0~0~0~0
Steadman Marlin~-4~56~48~57~52~54~57~0~0~0~0~0~0
Justin Labonte~-4~55~47~57~58~57~56~0~0~0~0~0~0
Justin Marks~-4~45~37~49~43~49~42~0~0~0~0~0~0
Eddie MacDonald~-4~44~36~45~43~45~47~0~0~0~0~0~0
T.J. Bell~-4~36~28~39~34~32~37~0~0~0~0~0~0
Erin Crocker~-4~33~25~30~30~32~30~0~0~0~0~0~0
Scott Lagasse, Jr.~-3~20~12~22~20~23~20~0~0~0~0~0~0
Kevin Harvick~-4~72~67~74~78~72~72~0~0~0~0~0~0
Carl Edwards~-3~62~54~63~59~66~63~0~0~0~0~0~0
Kasey Kahne~-3~63~55~63~60~59~67~0~0~0~0~0~0
Martin Truex, Jr.~-3~64~56~64~63~67~63~0~0~0~0~0~0
Sam Hornish, Jr.~-3~55~47~55~57~51~55~0~0~0~0~0~0
Kevin Conway~-3~23~15~20~25~20~20~0~0~0~0~0~0
Timothy Peters~-3~42~34~39~43~38~41~0~0~0~0~0~0
Chad Blount~-3~24~16~22~27~21~20~0~0~0~0~0~0
Brian Rose~-3~3~-5~2~2~4~6~0~0~0~0~0~0
Ricky Carmichael~-3~40~32~44~38~39~43~0~0~0~0~0~0
German Quiroga~-3~6~-2~4~3~2~5~0~0~0~0~0~0
Jeff Streeter~-3~-3~-11~-3~-2~-5~-2~0~0~0~0~0~0
Todd Kluever~-2~45~37~44~43~47~41~0~0~0~0~0~0
Jason Small~-2~34~26~33~32~33~32~0~0~0~0~0~0
Jason White~-2~45~37~41~44~43~42~0~0~0~0~0~0
Eric McClure~-2~54~46~53~50~50~53~0~0~0~0~0~0
Mattias Ekstrom~-2~66~58~69~70~66~69~0~0~0~0~0~0
Ronnie Hornaday~-2~60~52~57~57~60~61~0~0~0~0~0~0
Jason Rudd~-2~34~26~34~31~35~36~0~0~0~0~0~0
Jody Lavender~-2~15~7~15~13~16~19~0~0~0~0~0~0
Kevin Hamlin~-2~4~-4~4~8~0~2~0~0~0~0~0~0
Johnny Sauter~-2~67~59~64~71~68~64~0~0~0~0~0~0
Kevin Grubb~-2~61~53~58~57~57~64~0~0~0~0~0~0
D.J. Kennington~-2~60~52~64~63~57~58~0~0~0~0~0~0
Barry Bodine~-2~53~45~53~54~57~54~0~0~0~0~0~0
Tommy Regan~-1~53~45~52~52~55~53~0~0~0~0~0~0
Jimmie Johnson~0~70~72~65~72~72~72~0~0~0~0~0~0
Matt Kenseth~2~65~72~74~72~74~78~0~0~0~0~0~0
Greg Biffle~-2~70~70~70~70~70~70~0~0~0~0~0~0
Brandon Ash~-1~51~43~49~53~55~48~0~0~0~0~0~0
Kevin Grubb~-1~39~31~35~42~38~43~0~0~0~0~0~0
Damon Lusk~-1~24~16~23~20~26~26~0~0~0~0~0~0
Mark McFarland~0~25~17~29~24~21~25~0~0~0~0~0~0
J.J. Yeley~0~59~51~61~55~59~63~0~0~0~0~0~0
Austin Cameron~0~54~46~50~58~52~57~0~0~0~0~0~0
David Stremme~0~53~45~57~50~52~50~0~0~0~0~0~0
Owen Kelly~1~49~41~48~45~46~48~0~0~0~0~0~0
Juan Pablo Montoya~1~60~52~60~60~77~59~0~0~0~0~0~0
Brendan Gaughan~1~73~65~71~72~72~72~0~0~0~0~0~0
Blaise Alexander~1~71~63~74~71~72~73~0~0~0~0~0~0
Matt Crafton~1~50~42~49~49~53~52~0~0~0~0~0~0
David Gilliland~1~48~40~49~50~45~48~0~0~0~0~0~0
Travis Kvapil~1~50~42~46~46~53~48~0~0~0~0~0~0
Marcos Ambrose~1~65~57~65~65~62~62~0~0~0~0~0~0
Victor Gonzalez, Jr.~0~53~45~57~54~53~51~0~0~0~0~0~0
Jamie McMurray~1~78~64~64~68~79~77~0~0~0~0~0~0
Dale Earnhardt, Jr.~1~72~72~77~77~72~71~0~0~0~0~0~0
Jason Leffler~2~51~43~49~47~53~48~0~0~0~0~0~0
Andy Lally~2~25~17~26~21~26~24~0~0~0~0~0~0
Hank Parker, Jr.~2~59~51~63~62~62~55~0~0~0~0~0~0
Ryan McGlynn~2~6~-2~9~9~7~6~0~0~0~0~0~0
Jan Magnussen~3~35~27~37~37~37~31~0~0~0~0~0~0
Brent Sherman~3~4~-4~0~5~7~1~0~0~0~0~0~0
Jason Hedlesky~3~52~44~50~48~53~55~0~0~0~0~0~0
David Keith~4~46~38~50~50~50~45~0~0~0~0~0~0
L.W. Miller~4~8~0~12~5~9~7~0~0~0~0~0~0
Gus Wasson~4~2~-6~-2~-2~2~4~0~0~0~0~0~0
Dario Franchitti~4~62~54~66~65~61~61~0~0~0~0~0~0
Stanton Barrett~4~60~52~57~59~64~56~0~0~0~0~0~0
Coy Gibbs~4~59~51~56~59~60~63~0~0~0~0~0~0
Jennifer Jo Cobb~4~49~41~52~45~50~45~0~0~0~0~0~0
Joey McCarthy~4~43~35~39~40~40~45~0~0~0~0~0~0
Joey Clanton~5~38~30~34~39~42~39~0~0~0~0~0~0
Ashton Lewis, Jr.~5~63~55~64~66~67~63~0~0~0~0~0~0
Patrick Carpentier~5~60~52~57~59~57~60~0~0~0~0~0~0
Chris Cook~5~57~49~56~57~57~61~0~0~0~0~0~0
Tony Ave~5~55~47~52~52~52~51~0~0~0~0~0~0
Jason Schuler~5~16~8~16~13~20~12~0~0~0~0~0~0
Tracy Hines~2~28~62~27~27~24~29~0~0~0~0~0~0
Klaus Graf~2~20~20~20~20~76~46~0~0~0~0~0~0
Chris Bingham~6~0~-8~2~0~2~-1~0~0~0~0~0~0
Kelly Sutton~6~-2~-10~-3~-5~-4~-4~0~0~0~0~0~0
Scott Riggs~6~67~59~68~67~63~69~0~0~0~0~0~0
Glenn Allen, Jr.~6~62~54~64~63~66~66~0~0~0~0~0~0
Andy Houston~7~60~52~64~58~56~60~0~0~0~0~0~0
Jacques Villeneuve~6~58~50~54~55~62~57~0~0~0~0~0~0
Robby Gordon~6~68~60~72~71~78~78~0~0~0~0~0~0
Derek White~6~57~49~53~56~56~55~0~0~0~0~0~0
Michael Dokken~6~6~-2~2~4~9~8~0~0~0~0~0~0
Ron Barfield, Jr.~6~-3~-11~-7~-5~-6~-5~0~0~0~0~0~0
Kerry Earnhardt~6~68~60~70~72~67~71~0~0~0~0~0~0
David Reutimann~7~45~37~41~42~49~44~0~0~0~0~0~0
Max Papis~7~52~44~52~49~48~48~0~0~0~0~0~0
Marc Goossens~7~51~43~53~54~48~53~0~0~0~0~0~0
Jorge Goeters~7~50~42~46~53~48~52~0~0~0~0~0~0
Carlos Contreras~7~7~-1~10~9~5~7~0~0~0~0~0~0
Jamie Mosley~6~2~-6~1~-1~6~-2~0~0~0~0~0~0
Chad Chaffin~7~62~24~64~28~63~63~0~0~0~0~0~0
Hermie Sadler~7~58~50~56~58~56~60~0~0~0~0~0~0
Ernie Cope~7~55~47~52~55~52~59~0~0~0~0~0~0
Mark Petty~7~50~42~54~54~49~54~0~0~0~0~0~0
P.J. Jones~7~49~41~50~47~52~46~0~0~0~0~0~0
Wayne Anderson~7~49~41~52~53~47~45~0~0~0~0~0~0
Lance Norick~7~30~22~27~31~33~28~0~0~0~0~0~0
Christian Elder~7~6~-2~7~3~6~3~0~0~0~0~0~0
Tina Gordon~8~5~-3~4~1~3~6~0~0~0~0~0~0
Terry Cook~8~64~56~67~61~60~66~0~0~0~0~0~0
Tim Steele~8~64~56~68~68~64~68~0~0~0~0~0~0
David Starr~8~24~46~22~24~21~26~0~0~0~0~0~0
Mike Olsen~8~24~22~22~23~28~24~0~0~0~0~0~0
Robert Huffman~8~23~12~27~21~22~27~0~0~0~0~0~0
Dion Ciccarelli~8~-2~-10~-6~-3~0~1~0~0~0~0~0~0
Johnny Chapman~8~-2~-10~-2~-1~-1~1~0~0~0~0~0~0
Stacy Compton~9~-12~-23~-18~-11~-11~-12~0~0~0~0~0~0
Kevin O'Connell~9~23~42~24~23~26~27~0~0~0~0~0~0
Lance Hooper~9~42~37~49~41~49~44~0~0~0~0~0~0
Brian Weber~11~10~2~6~12~8~12~0~0~0~0~0~0
Johnny Miller~11~54~46~56~56~57~53~0~0~0~0~0~0
Ricky Sanders~11~14~6~16~14~12~14~0~0~0~0~0~0
Jimmy Vasser~12~25~17~24~21~23~23~0~0~0~0~0~0
Kevin Cywwinski~12~55~47~55~57~59~53~0~0~0~0~0~0
Bobby Hillin, Jr.~12~52~44~56~53~52~54~0~0~0~0~0~0
Shawna Robinson~13~41~43~47~54~55~51~0~0~0~0~0~0
Randy Briggs~13~20~22~21~123~10~7~0~0~0~0~0~0
Anthony Lazzaro~13~51~43~48~50~47~55~0~0~0~0~0~0
Bryan Reffner~15~2~-6~3~-1~6~0~0~0~0~0~0~0
John Nemechek~14~69~61~66~73~67~65~0~0~0~0~0~0
